"Year","Series","Cause of death","Country","Sex","Observation status","Unit multiplier","Units","GeoCode","Value"
2013,"Number of deaths from exposure to forces of nature","","","","Normal value","","Number","K04000001","97"
2013,"Number of deaths from exposure to forces of nature","","","Male","Normal value","","Number","K04000001","56"
2013,"Number of deaths from exposure to forces of nature","","","Female","Normal value","","Number","K04000001","41"
2014,"Number of deaths from exposure to forces of nature","","England","","Normal value","","Number","E92000001","64"
2014,"Number of deaths from exposure to forces of nature","","England","Male","Normal value","","Number","E92000001","34"
2014,"Number of deaths from exposure to forces of nature","","England","Female","Normal value","","Number","E92000001","30"
2014,"Number of deaths from exposure to forces of nature","","Wales","","Normal value","","Number","W92000004","7"
2014,"Number of deaths from exposure to forces of nature","","Wales","Male","Normal value","","Number","W92000004","3"
2014,"Number of deaths from exposure to forces of nature","","Wales","Female","Normal value","","Number","W92000004","4"
2014,"Number of deaths from exposure to forces of nature","","","","Normal value","","Number","K04000001","71"
2014,"Number of deaths from exposure to forces of nature","","","Male","Normal value","","Number","K04000001","37"
2014,"Number of deaths from exposure to forces of nature","","","Female","Normal value","","Number","K04000001","34"
2015,"Number of deaths from exposure to forces of nature","","England","","Normal value","","Number","E92000001","36"
2015,"Number of deaths from exposure to forces of nature","","England","Male","Normal value","","Number","E92000001","16"
2015,"Number of deaths from exposure to forces of nature","","England","Female","Normal value","","Number","E92000001","20"
2015,"Number of deaths from exposure to forces of nature","","Wales","","Normal value","","Number","W92000004","3"
2015,"Number of deaths from exposure to forces of nature","","Wales","Male","Normal value","","Number","W92000004","2"
2015,"Number of deaths from exposure to forces of nature","","Wales","Female","Normal value","","Number","W92000004","1"
2015,"Number of deaths from exposure to forces of nature","","","","Normal value","","Number","K04000001","39"
2015,"Number of deaths from exposure to forces of nature","","","Male","Normal value","","Number","K04000001","18"
2015,"Number of deaths from exposure to forces of nature","","","Female","Normal value","","Number","K04000001","21"
2016,"Number of deaths from exposure to forces of nature","","England","","Normal value","","Number","E92000001","48"
2016,"Number of deaths from exposure to forces of nature","","England","Male","Normal value","","Number","E92000001","28"
2016,"Number of deaths from exposure to forces of nature","","England","Female","Normal value","","Number","E92000001","20"
2016,"Number of deaths from exposure to forces of nature","","Wales","","Normal value","","Number","W92000004","5"
2016,"Number of deaths from exposure to forces of nature","","Wales","Male","Normal value","","Number","W92000004","4"
2016,"Number of deaths from exposure to forces of nature","","Wales","Female","Normal value","","Number","W92000004","1"
2016,"Number of deaths from exposure to forces of nature","","","","Normal value","","Number","K04000001","53"
2016,"Number of deaths from exposure to forces of nature","","","Male","Normal value","","Number","K04000001","32"
2016,"Number of deaths from exposure to forces of nature","","","Female","Normal value","","Number","K04000001","21"
2017,"Number of deaths from exposure to forces of nature","","England","","Normal value","","Number","E92000001","63"
2017,"Number of deaths from exposure to forces of nature","","England","Male","Normal value","","Number","E92000001","45"
2017,"Number of deaths from exposure to forces of nature","","England","Female","Normal value","","Number","E92000001","18"
2017,"Number of deaths from exposure to forces of nature","","Wales","","Normal value","","Number","W92000004","2"
2017,"Number of deaths from exposure to forces of nature","","Wales","Male","Normal value","","Number","W92000004","2"
2017,"Number of deaths from exposure to forces of nature","","Wales","Female","Normal value","","Number","W92000004","0"
2017,"Number of deaths from exposure to forces of nature","","","","Normal value","","Number","K04000001","65"
2017,"Number of deaths from exposure to forces of nature","","","Male","Normal value","","Number","K04000001","47"
2017,"Number of deaths from exposure to forces of nature","","","Female","Normal value","","Number","K04000001","18"
2018,"Number of deaths from exposure to forces of nature","","England","","Normal value","","Number","E92000001","53"
2018,"Number of deaths from exposure to forces of nature","","England","Male","Normal value","","Number","E92000001","27"
2018,"Number of deaths from exposure to forces of nature","","England","Female","Normal value","","Number","E92000001","26"
2018,"Number of deaths from exposure to forces of nature","","Wales","","Normal value","","Number","W92000004","4"
2018,"Number of deaths from exposure to forces of nature","","Wales","Male","Normal value","","Number","W92000004","2"
2018,"Number of deaths from exposure to forces of nature","","Wales","Female","Normal value","","Number","W92000004","2"
2018,"Number of deaths from exposure to forces of nature","","","","Normal value","","Number","K04000001","57"
2018,"Number of deaths from exposure to forces of nature","","","Male","Normal value","","Number","K04000001","29"
2018,"Number of deaths from exposure to forces of nature","","","Female","Normal value","","Number","K04000001","28"
2019,"Number of deaths from exposure to forces of nature","","England","","Normal value","","Number","E92000001","41"
2019,"Number of deaths from exposure to forces of nature","","England","Male","Normal value","","Number","E92000001","24"
2019,"Number of deaths from exposure to forces of nature","","England","Female","Normal value","","Number","E92000001","17"
2019,"Number of deaths from exposure to forces of nature","","Wales","","Normal value","","Number","W92000004","5"
2019,"Number of deaths from exposure to forces of nature","","Wales","Male","Normal value","","Number","W92000004","5"
2019,"Number of deaths from exposure to forces of nature","","Wales","Female","Normal value","","Number","W92000004","0"
2019,"Number of deaths from exposure to forces of nature","","","","Normal value","","Number","K04000001","46"
2019,"Number of deaths from exposure to forces of nature","","","Male","Normal value","","Number","K04000001","29"
2019,"Number of deaths from exposure to forces of nature","","","Female","Normal value","","Number","K04000001","17"
2020,"Number of deaths from exposure to forces of nature","","England","","Normal value","","Number","E92000001","46"
2020,"Number of deaths from exposure to forces of nature","","England","Male","Normal value","","Number","E92000001","29"
2020,"Number of deaths from exposure to forces of nature","","England","Female","Normal value","","Number","E92000001","17"
2020,"Number of deaths from exposure to forces of nature","","Wales","","Normal value","","Number","W92000004","3"
2020,"Number of deaths from exposure to forces of nature","","Wales","Male","Normal value","","Number","W92000004","1"
