"Year","Series","Drug group","Local authority","Sex","Age","Ethnicity","Units","Observation status","Value"
"2017/18","Estimated prevalence","Alcohol","Ealing","","18 and over","","Number","Normal value",3409
"2017/18","Estimated prevalence","Alcohol","Enfield","","18 and over","","Number","Normal value",2826
"2017/18","Estimated prevalence","Alcohol","Greenwich","","18 and over","","Number","Normal value",2981
"2017/18","Estimated prevalence","Alcohol","Hackney","","18 and over","","Number","Normal value",3654
"2017/18","Estimated prevalence","Alcohol","Hammersmith and Fulham","","18 and over","","Number","Normal value",2524
"2017/18","Estimated prevalence","Alcohol","Haringey","","18 and over","","Number","Normal value",3055
"2017/18","Estimated prevalence","Alcohol","Harrow","","18 and over","","Number","Normal value",1674
"2017/18","Estimated prevalence","Alcohol","Havering","","18 and over","","Number","Normal value",2231
"2017/18","Estimated prevalence","Alcohol","Hillingdon","","18 and over","","Number","Normal value",2870
"2017/18","Estimated prevalence","Alcohol","Hounslow","","18 and over","","Number","Normal value",2605
"2017/18","Estimated prevalence","Alcohol","Islington","","18 and over","","Number","Normal value",3601
"2017/18","Estimated prevalence","Alcohol","Kensington and Chelsea","","18 and over","","Number","Normal value",1590
"2017/18","Estimated prevalence","Alcohol","Kingston Upon Thames","","18 and over","","Number","Normal value",1435
"2017/18","Estimated prevalence","Alcohol","Lambeth","","18 and over","","Number","Normal value",4221
"2017/18","Estimated prevalence","Alcohol","Lewisham","","18 and over","","Number","Normal value",3314
"2017/18","Estimated prevalence","Alcohol","Merton","","18 and over","","Number","Normal value",1695
"2017/18","Estimated prevalence","Alcohol","Newham","","18 and over","","Number","Normal value",3687
"2017/18","Estimated prevalence","Alcohol","Redbridge","","18 and over","","Number","Normal value",2266
"2017/18","Estimated prevalence","Alcohol","Richmond Upon Thames","","18 and over","","Number","Normal value",1327
"2017/18","Estimated prevalence","Alcohol","Southwark","","18 and over","","Number","Normal value",3780
"2017/18","Estimated prevalence","Alcohol","Sutton","","18 and over","","Number","Normal value",1831
"2017/18","Estimated prevalence","Alcohol","Tower Hamlets","","18 and over","","Number","Normal value",3350
"2017/18","Estimated prevalence","Alcohol","Waltham Forest","","18 and over","","Number","Normal value",2935
"2017/18","Estimated prevalence","Alcohol","Wandsworth","","18 and over","","Number","Normal value",3662
"2017/18","Estimated prevalence","Alcohol","Westminster","","18 and over","","Number","Normal value",2689
"2017/18","Estimated prevalence","Alcohol","County Durham","","18 and over","","Number","Normal value",6885
"2017/18","Estimated prevalence","Alcohol","Darlington","","18 and over","","Number","Normal value",1344
"2017/18","Estimated prevalence","Alcohol","Gateshead","","18 and over","","Number","Normal value",3227
"2017/18","Estimated prevalence","Alcohol","Hartlepool","","18 and over","","Number","Normal value",1372
"2017/18","Estimated prevalence","Alcohol","Middlesbrough","","18 and over","","Number","Normal value",2446
"2017/18","Estimated prevalence","Alcohol","Newcastle Upon Tyne","","18 and over","","Number","Normal value",4146
"2017/18","Estimated prevalence","Alcohol","North Tyneside","","18 and over","","Number","Normal value",2551
"2017/18","Estimated prevalence","Alcohol","Northumberland","","18 and over","","Number","Normal value",3224
"2017/18","Estimated prevalence","Alcohol","Redcar and Cleveland","","18 and over","","Number","Normal value",1815
"2017/18","Estimated prevalence","Alcohol","South Tyneside","","18 and over","","Number","Normal value",2399
"2017/18","Estimated prevalence","Alcohol","Stockton-on-Tees","","18 and over","","Number","Normal value",2316
"2017/18","Estimated prevalence","Alcohol","Sunderland","","18 and over","","Number","Normal value",4986
"2017/18","Estimated prevalence","Alcohol","Blackburn with Darwen","","18 and over","","Number","Normal value",2357
"2017/18","Estimated prevalence","Alcohol","Blackpool","","18 and over","","Number","Normal value",4188
"2017/18","Estimated prevalence","Alcohol","Bolton","","18 and over","","Number","Normal value",3486
"2017/18","Estimated prevalence","Alcohol","Bury","","18 and over","","Number","Normal value",2152
"2017/18","Estimated prevalence","Alcohol","Cheshire East","","18 and over","","Number","Normal value",3412
"2017/18","Estimated prevalence","Alcohol","Cheshire West and Chester","","18 and over","","Number","Normal value",3568
"2017/18","Estimated prevalence","Alcohol","Cumbria","","18 and over","","Number","Normal value",5373
"2017/18","Estimated prevalence","Alcohol","Halton","","18 and over","","Number","Normal value",2001
"2017/18","Estimated prevalence","Alcohol","Knowsley","","18 and over","","Number","Normal value",2315
"2017/18","Estimated prevalence","Alcohol","Lancashire","","18 and over","","Number","Normal value",14048
"2017/18","Estimated prevalence","Alcohol","Liverpool","","18 and over","","Number","Normal value",9555
"2017/18","Estimated prevalence","Alcohol","Manchester","","18 and over","","Number","Normal value",8321
"2017/18","Estimated prevalence","Alcohol","Oldham","","18 and over","","Number","Normal value",2865
"2017/18","Estimated prevalence","Alcohol","Rochdale","","18 and over","","Number","Normal value",2994
"2017/18","Estimated prevalence","Alcohol","Salford","","18 and over","","Number","Normal value",4156
"2017/18","Estimated prevalence","Alcohol","Sefton","","18 and over","","Number","Normal value",3882
"2017/18","Estimated prevalence","Alcohol","St. Helens","","18 and over","","Number","Normal value",2702
"2017/18","Estimated prevalence","Alcohol","Stockport","","18 and over","","Number","Normal value",3037
"2017/18","Estimated prevalence","Alcohol","Tameside","","18 and over","","Number","Normal value",3214
"2017/18","Estimated prevalence","Alcohol","Trafford","","18 and over","","Number","Normal value",2149
"2017/18","Estimated prevalence","Alcohol","Warrington","","18 and over","","Number","Normal value",2236
"2017/18","Estimated prevalence","Alcohol","Wigan","","18 and over","","Number","Normal value",4207
"2017/18","Estimated prevalence","Alcohol","Wirral","","18 and over","","Number","Normal value",5033
"2017/18","Estimated prevalence","Alcohol","Bracknell Forest","","18 and over","","Number","Normal value",850
"2017/18","Estimated prevalence","Alcohol","Brighton and Hove","","18 and over","","Number","Normal value",4066
"2017/18","Estimated prevalence","Alcohol","Buckinghamshire","","18 and over","","Number","Normal value",3473
"2017/18","Estimated prevalence","Alcohol","East Sussex","","18 and over","","Number","Normal value",5224
"2017/18","Estimated prevalence","Alcohol","Hampshire","","18 and over","","Number","Normal value",10469
"2017/18","Estimated prevalence","Alcohol","Isle of Wight","","18 and over","","Number","Normal value",1487
"2017/18","Estimated prevalence","Alcohol","Kent","","18 and over","","Number","Normal value",14133
"2017/18","Estimated prevalence","Alcohol","Medway","","18 and over","","Number","Normal value",2920
"2017/18","Estimated prevalence","Alcohol","Oxfordshire","","18 and over","","Number","Normal value",5478
"2017/18","Estimated prevalence","Alcohol","Portsmouth","","18 and over","","Number","Normal value",3360
"2017/18","Estimated prevalence","Alcohol","Reading","","18 and over","","Number","Normal value",1930
"2017/18","Estimated prevalence","Alcohol","Slough","","18 and over","","Number","Normal value",1435
"2017/18","Estimated prevalence","Alcohol","Southampton","","18 and over","","Number","Normal value",4050
"2017/18","Estimated prevalence","Alcohol","Surrey","","18 and over","","Number","Normal value",8073
"2017/18","Estimated prevalence","Alcohol","West Berkshire","","18 and over","","Number","Normal value",1207
"2017/18","Estimated prevalence","Alcohol","West Sussex","","18 and over","","Number","Normal value",7071
"2017/18","Estimated prevalence","Alcohol","Windsor and Maidenhead","","18 and over","","Number","Normal value",991
"2017/18","Estimated prevalence","Alcohol","Wokingham","","18 and over","","Number","Normal value",828
"2017/18","Estimated prevalence","Alcohol","Bath and North East Somerset","","18 and over","","Number","Normal value",1815
"2017/18","Estimated prevalence","Alcohol","Bournemouth","","18 and over","","Number","Normal value",2644
"2017/18","Estimated prevalence","Alcohol","Bristol, City of","","18 and over","","Number","Normal value",6677
"2017/18","Estimated prevalence","Alcohol","Cornwall","","18 and over","","Number","Normal value",6778
"2017/18","Estimated prevalence","Alcohol","Devon","","18 and over","","Number","Normal value",7171
"2017/18","Estimated prevalence","Alcohol","Dorset","","18 and over","","Number","Normal value",3335
"2017/18","Estimated prevalence","Alcohol","Gloucestershire","","18 and over","","Number","Normal value",5367
"2017/18","Estimated prevalence","Alcohol","North Somerset","","18 and over","","Number","Normal value",1724
"2017/18","Estimated prevalence","Alcohol","Plymouth","","18 and over","","Number","Normal value",3435
"2017/18","Estimated prevalence","Alcohol","Poole","","18 and over","","Number","Normal value",1417
"2017/18","Estimated prevalence","Alcohol","Somerset","","18 and over","","Number","Normal value",5194
"2017/18","Estimated prevalence","Alcohol","South Gloucestershire","","18 and over","","Number","Normal value",2193
"2017/18","Estimated prevalence","Alcohol","Swindon","","18 and over","","Number","Normal value",2110
"2017/18","Estimated prevalence","Alcohol","Torbay","","18 and over","","Number","Normal value",1675
"2017/18","Estimated prevalence","Alcohol","Wiltshire","","18 and over","","Number","Normal value",3902
"2017/18","Estimated prevalence","Alcohol","Birmingham","","18 and over","","Number","Normal value",12667
"2017/18","Estimated prevalence","Alcohol","Coventry","","18 and over","","Number","Normal value",4946
"2017/18","Estimated prevalence","Alcohol","Dudley","","18 and over","","Number","Normal value",3617
"2017/18","Estimated prevalence","Alcohol","Herefordshire, County of","","18 and over","","Number","Normal value",1713
"2017/18","Estimated prevalence","Alcohol","Sandwell","","18 and over","","Number","Normal value",4284
"2017/18","Estimated prevalence","Alcohol","Shropshire","","18 and over","","Number","Normal value",2815
"2017/18","Estimated prevalence","Alcohol","Solihull","","18 and over","","Number","Normal value",1812
"2017/18","Estimated prevalence","Alcohol","Staffordshire","","18 and over","","Number","Normal value",8136
"2017/18","Estimated prevalence","Alcohol","Stoke-on-Trent","","18 and over","","Number","Normal value",3509
"2017/18","Estimated prevalence","Alcohol","Telford and Wrekin","","18 and over","","Number","Normal value",1953
"2017/18","Estimated prevalence","Alcohol","Walsall","","18 and over","","Number","Normal value",3559
"2017/18","Estimated prevalence","Alcohol","Warwickshire","","18 and over","","Number","Normal value",5028
"2017/18","Estimated prevalence","Alcohol","Wolverhampton","","18 and over","","Number","Normal value",3375
"2017/18","Estimated prevalence","Alcohol","Worcestershire","","18 and over","","Number","Normal value",5156
"2017/18","Estimated prevalence","Alcohol","Barnsley","","18 and over","","Number","Normal value",3551
"2017/18","Estimated prevalence","Alcohol","Bradford","","18 and over","","Number","Normal value",5958
"2017/18","Estimated prevalence","Alcohol","Calderdale","","18 and over","","Number","Normal value",2288
"2017/18","Estimated prevalence","Alcohol","Doncaster","","18 and over","","Number","Normal value",4069
"2017/18","Estimated prevalence","Alcohol","East Riding of Yorkshire","","18 and over","","Number","Normal value",2936
"2017/18","Estimated prevalence","Alcohol","Kingston Upon Hull, City of","","18 and over","","Number","Normal value",4411
"2017/18","Estimated prevalence","Alcohol","Kirklees","","18 and over","","Number","Normal value",4656
"2017/18","Estimated prevalence","Alcohol","Leeds","","18 and over","","Number","Normal value",9870
