"Year","Sex","Age group","Country","Region of England","Socio-economic group","Ethnicity","Country of birth","Units","Unit multiplier","Observation status","Value"
"2013","Female","35-44","","South East","","","","Percentage","Units","Normal value","16.9"
"2012","Female","35-44","","South East","","","","Percentage","Units","Normal value","17.4"
"2011","Female","35-44","","South East","","","","Percentage","Units","Normal value","18.6"
"2021","Female","45-54","","South East","","","","Percentage","Units","Normal value","11.7"
"2020","Female","45-54","","South East","","","","Percentage","Units","Normal value","13.1"
"2019","Female","45-54","","South East","","","","Percentage","Units","Normal value","11"
"2018","Female","45-54","","South East","","","","Percentage","Units","Normal value","12"
"2017","Female","45-54","","South East","","","","Percentage","Units","Normal value","12.8"
"2016","Female","45-54","","South East","","","","Percentage","Units","Normal value","14.1"
"2015","Female","45-54","","South East","","","","Percentage","Units","Normal value","15.8"
"2014","Female","45-54","","South East","","","","Percentage","Units","Normal value","15.4"
"2013","Female","45-54","","South East","","","","Percentage","Units","Normal value","16.7"
"2012","Female","45-54","","South East","","","","Percentage","Units","Normal value","16.9"
"2011","Female","45-54","","South East","","","","Percentage","Units","Normal value","17.6"
"2021","Female","55-64","","South East","","","","Percentage","Units","Normal value","10.1"
"2020","Female","55-64","","South East","","","","Percentage","Units","Normal value","11.4"
"2019","Female","55-64","","South East","","","","Percentage","Units","Normal value","11.7"
"2018","Female","55-64","","South East","","","","Percentage","Units","Normal value","12.6"
"2017","Female","55-64","","South East","","","","Percentage","Units","Normal value","12.7"
"2016","Female","55-64","","South East","","","","Percentage","Units","Normal value","12.4"
"2015","Female","55-64","","South East","","","","Percentage","Units","Normal value","11.6"
"2014","Female","55-64","","South East","","","","Percentage","Units","Normal value","14"
"2013","Female","55-64","","South East","","","","Percentage","Units","Normal value","13.3"
"2012","Female","55-64","","South East","","","","Percentage","Units","Normal value","15.2"
"2011","Female","55-64","","South East","","","","Percentage","Units","Normal value","15.4"
"2021","Female","65+","","South East","","","","Percentage","Units","Normal value","6.3"
"2020","Female","65+","","South East","","","","Percentage","Units","Normal value","6.4"
"2019","Female","65+","","South East","","","","Percentage","Units","Normal value","5"
"2018","Female","65+","","South East","","","","Percentage","Units","Normal value","5.6"
"2017","Female","65+","","South East","","","","Percentage","Units","Normal value","6.3"
"2016","Female","65+","","South East","","","","Percentage","Units","Normal value","5.8"
"2015","Female","65+","","South East","","","","Percentage","Units","Normal value","7.3"
"2014","Female","65+","","South East","","","","Percentage","Units","Normal value","7.1"
"2013","Female","65+","","South East","","","","Percentage","Units","Normal value","7.4"
"2012","Female","65+","","South East","","","","Percentage","Units","Normal value","8.3"
"2011","Female","65+","","South East","","","","Percentage","Units","Normal value","7.7"
"2021","Female","All 18+","","South East","","","","Percentage","Units","Normal value","10.2"
"2020","Female","All 18+","","South East","","","","Percentage","Units","Normal value","10.9"
"2019","Female","All 18+","","South East","","","","Percentage","Units","Normal value","10.6"
"2018","Female","All 18+","","South East","","","","Percentage","Units","Normal value","11.3"
"2017","Female","All 18+","","South East","","","","Percentage","Units","Normal value","12.1"
"2016","Female","All 18+","","South East","","","","Percentage","Units","Normal value","12.7"
"2015","Female","All 18+","","South East","","","","Percentage","Units","Normal value","14.1"
"2014","Female","All 18+","","South East","","","","Percentage","Units","Normal value","14.5"
"2013","Female","All 18+","","South East","","","","Percentage","Units","Normal value","15.1"
"2012","Female","All 18+","","South East","","","","Percentage","Units","Normal value","15.8"
"2011","Female","All 18+","","South East","","","","Percentage","Units","Normal value","16.3"
"2021","Female","18-24","","South West","","","","Percentage","Units","Normal value","17.3"
"2020","Female","18-24","","South West","","","","Percentage","Units","Normal value","14.9"
"2019","Female","18-24","","South West","","","","Percentage","Units","Normal value","17.3"
"2018","Female","18-24","","South West","","","","Percentage","Units","Normal value","18.4"
"2017","Female","18-24","","South West","","","","Percentage","Units","Normal value","18.1"
"2016","Female","18-24","","South West","","","","Percentage","Units","Normal value","20"
"2015","Female","18-24","","South West","","","","Percentage","Units","Normal value","22.8"
"2014","Female","18-24","","South West","","","","Percentage","Units","Normal value","24.2"
"2013","Female","18-24","","South West","","","","Percentage","Units","Normal value","24.9"
"2012","Female","18-24","","South West","","","","Percentage","Units","Normal value","25.8"
"2011","Female","18-24","","South West","","","","Percentage","Units","Normal value","23.5"
"2021","Female","25-34","","South West","","","","Percentage","Units","Normal value","13.1"
"2020","Female","25-34","","South West","","","","Percentage","Units","Normal value","14.6"
"2019","Female","25-34","","South West","","","","Percentage","Units","Normal value","18.6"
"2018","Female","25-34","","South West","","","","Percentage","Units","Normal value","18.5"
"2017","Female","25-34","","South West","","","","Percentage","Units","Normal value","18.8"
"2016","Female","25-34","","South West","","","","Percentage","Units","Normal value","17.1"
"2015","Female","25-34","","South West","","","","Percentage","Units","Normal value","19.3"
"2014","Female","25-34","","South West","","","","Percentage","Units","Normal value","22.2"
"2013","Female","25-34","","South West","","","","Percentage","Units","Normal value","23.9"
"2012","Female","25-34","","South West","","","","Percentage","Units","Normal value","22"
"2011","Female","25-34","","South West","","","","Percentage","Units","Normal value","24.1"
"2021","Female","35-44","","South West","","","","Percentage","Units","Normal value","11.9"
"2020","Female","35-44","","South West","","","","Percentage","Units","Normal value","14.7"
"2019","Female","35-44","","South West","","","","Percentage","Units","Normal value","12.9"
"2018","Female","35-44","","South West","","","","Percentage","Units","Normal value","15.4"
"2017","Female","35-44","","South West","","","","Percentage","Units","Normal value","13.9"
"2016","Female","35-44","","South West","","","","Percentage","Units","Normal value","14.2"
"2015","Female","35-44","","South West","","","","Percentage","Units","Normal value","15.8"
"2014","Female","35-44","","South West","","","","Percentage","Units","Normal value","14.4"
"2013","Female","35-44","","South West","","","","Percentage","Units","Normal value","18.8"
"2012","Female","35-44","","South West","","","","Percentage","Units","Normal value","20.5"
"2011","Female","35-44","","South West","","","","Percentage","Units","Normal value","20.3"
"2021","Female","45-54","","South West","","","","Percentage","Units","Normal value","11.4"
"2020","Female","45-54","","South West","","","","Percentage","Units","Normal value","12.2"
"2019","Female","45-54","","South West","","","","Percentage","Units","Normal value","14.7"
"2018","Female","45-54","","South West","","","","Percentage","Units","Normal value","14.4"
"2017","Female","45-54","","South West","","","","Percentage","Units","Normal value","15.5"
"2016","Female","45-54","","South West","","","","Percentage","Units","Normal value","14.3"
"2015","Female","45-54","","South West","","","","Percentage","Units","Normal value","16.9"
"2014","Female","45-54","","South West","","","","Percentage","Units","Normal value","17.5"
"2013","Female","45-54","","South West","","","","Percentage","Units","Normal value","19"
"2012","Female","45-54","","South West","","","","Percentage","Units","Normal value","19.9"
"2011","Female","45-54","","South West","","","","Percentage","Units","Normal value","18.9"
"2021","Female","55-64","","South West","","","","Percentage","Units","Normal value","12.6"
"2020","Female","55-64","","South West","","","","Percentage","Units","Normal value","12.4"
"2019","Female","55-64","","South West","","","","Percentage","Units","Normal value","12"
"2018","Female","55-64","","South West","","","","Percentage","Units","Normal value","11"
"2017","Female","55-64","","South West","","","","Percentage","Units","Normal value","11.9"
"2016","Female","55-64","","South West","","","","Percentage","Units","Normal value","11.8"
"2015","Female","55-64","","South West","","","","Percentage","Units","Normal value","12.2"
"2014","Female","55-64","","South West","","","","Percentage","Units","Normal value","13"
"2013","Female","55-64","","South West","","","","Percentage","Units","Normal value","13.7"
"2012","Female","55-64","","South West","","","","Percentage","Units","Normal value","15"
"2011","Female","55-64","","South West","","","","Percentage","Units","Normal value","14.3"
"2021","Female","65+","","South West","","","","Percentage","Units","Normal value","5.2"
"2020","Female","65+","","South West","","","","Percentage","Units","Normal value","4.8"
"2019","Female","65+","","South West","","","","Percentage","Units","Normal value","5.7"
"2018","Female","65+","","South West","","","","Percentage","Units","Normal value","5.8"
"2017","Female","65+","","South West","","","","Percentage","Units","Normal value","5.4"
"2016","Female","65+","","South West","","","","Percentage","Units","Normal value","5.8"
"2015","Female","65+","","South West","","","","Percentage","Units","Normal value","6.6"
"2014","Female","65+","","South West","","","","Percentage","Units","Normal value","6.5"
"2013","Female","65+","","South West","","","","Percentage","Units","Normal value","7.5"
"2012","Female","65+","","South West","","","","Percentage","Units","Normal value","7.5"
"2011","Female","65+","","South West","","","","Percentage","Units","Normal value","7.8"
