Year,IncomeGroup,TypeofAidCode,TypeofAidText,SectorPurposeCode(CRScode),BroadSectorCode(DAC5code),SIDsector,AmountsExtended(£thousands),NetODA(£thousands)
2016,UMICs,C01,Project-type interventions,15160,151,Government and Civil Society,2.2,2.2
2016,LMICs,E01,Scholarships/training in donor country,43081,430,Multisector,2.1399,2.1399
2016,LDCs,C01,Project-type interventions,72050,720,Humantarian,2.1279,2.1279
2016,LMICs,D02,Other technical assistance,43081,430,Multisector,4.3045,2.1216
2016,UMICs,D02,Other technical assistance,43081,430,Multisector,2.1156,2.1156
2016,LMICs,C01,Project-type interventions,15160,151,Government and Civil Society,2.1128,2.1128
2016,LDCs,C01,Project-type interventions,33210,332,Production Services,2.1127,2.1127
2016,UMICs,C01,Project-type interventions,24010,240,Economic Infrastructure & Services,2.1054,2.1054
2016,UMICs,C01,Project-type interventions,11120,111,Education,2.1,2.1
2016,LDCs,C01,Project-type interventions,25010,250,Economic Infrastructure & Services,2.1,2.1
2016,0,D02,Other technical assistance,31182,311,Production Services,2.0959,2.0959
2016,LMICs,C01,Project-type interventions,33120,331,Production Services,2.091,2.091
2016,LDCs,C01,Project-type interventions,72040,720,Humantarian,2.0425,2.0425
2016,LDCs,C01,Project-type interventions,43082,430,Multisector,2.0328,2.0328
2016,LMICs,C01,Project-type interventions,15220,152,Government and Civil Society,2.032,2.032
2016,0,C01,Project-type interventions,25020,250,Economic Infrastructure & Services,2.0311,2.0311
2016,LDCs,C01,Project-type interventions,12230,122,Health,2.0244,2.0244
2016,UMICs,C01,Project-type interventions,16010,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,2.0225,2.0225
2016,UMICs,C01,Project-type interventions,15160,151,Government and Civil Society,2.0216,2.0216
2016,0,C01,Project-type interventions,22010,220,Economic Infrastructure & Services,2.0003,2.0003
2016,LMICs,C01,Project-type interventions,15160,151,Government and Civil Society,2,2
2016,LMICs,C01,Project-type interventions,11120,111,Education,1.999,1.999
2016,UMICs,C01,Project-type interventions,15160,151,Government and Civil Society,1.977,1.977
2016,LMICs,C01,Project-type interventions,11120,111,Education,1.9747,1.9747
2016,LDCs,C01,Project-type interventions,43082,430,Multisector,1.9631,1.9631
2016,UMICs,C01,Project-type interventions,15170,151,Government and Civil Society,1.9329,1.9329
2016,UMICs,C01,Project-type interventions,15170,151,Government and Civil Society,1.9189,1.9189
2016,UMICs,C01,Project-type interventions,41010,410,Multisector,1.9027,1.9027
2016,UMICs,C01,Project-type interventions,16020,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,1.8951,1.8951
2016,Other LICs,D02,Other technical assistance,43082,430,Multisector,1.8794,1.8794
2016,LMICs,C01,Project-type interventions,11110,111,Education,1.8616,1.8616
2016,0,C01,Project-type interventions,41010,410,Multisector,1.8299,1.8299
2016,LMICs,C01,Project-type interventions,15160,151,Government and Civil Society,1.7599,1.7599
2016,UMICs,D02,Other technical assistance,43081,430,Multisector,1.7505,1.7505
2016,UMICs,C01,Project-type interventions,11330,113,Education,1.7445,1.7445
2016,UMICs,D02,Other technical assistance,43082,430,Multisector,2.2556,1.7406
2016,LMICs,C01,Project-type interventions,15150,151,Government and Civil Society,1.7205,1.7205
2016,LMICs,C01,Project-type interventions,15111,151,Government and Civil Society,1.703,1.703
2016,UMICs,C01,Project-type interventions,33210,332,Production Services,1.6698,1.6698
2016,LDCs,D02,Other technical assistance,12220,122,Health,1.6571,1.6571
2016,0,D01,Donor country personnel,15230,152,Government and Civil Society,1.656,1.656
2016,UMICs,C01,Project-type interventions,15170,151,Government and Civil Society,1.6254,1.6254
2016,UMICs,C01,Project-type interventions,15112,151,Government and Civil Society,1.609,1.609
2016,0,C01,Project-type interventions,15170,151,Government and Civil Society,1.5935,1.5935
2016,UMICs,C01,Project-type interventions,33120,331,Production Services,1.5568,1.5568
2016,UMICs,C01,Project-type interventions,16062,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,1.5546,1.5546
2016,LMICs,C01,Project-type interventions,16020,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,1.5407,1.5407
2016,LMICs,C01,Project-type interventions,15230,152,Government and Civil Society,1.5,1.5
2016,LMICs,C01,Project-type interventions,15130,151,Government and Civil Society,1.5,1.5
2016,LMICs,C01,Project-type interventions,11430,114,Education,2.0113,1.486
2016,LMICs,C01,Project-type interventions,12191,121,Health,1.4832,1.4832
2016,UMICs,C01,Project-type interventions,15110,151,Government and Civil Society,1.4783,1.4783
2016,LDCs,D02,Other technical assistance,15112,151,Government and Civil Society,1.4668,1.4668
2016,LMICs,C01,Project-type interventions,15160,151,Government and Civil Society,1.4649,1.4649
2016,Other LICs,C01,Project-type interventions,41030,410,Multisector,1.46,1.46
2016,UMICs,G01,Administrative costs not included elsewhere,91010,910,Admin,1.4518,1.4518
2016,LDCs,C01,Project-type interventions,24030,240,Economic Infrastructure & Services,1.4495,1.4495
2016,UMICs,G01,Administrative costs not included elsewhere,91010,910,Admin,1.4237,1.4237
2016,Other LICs,C01,Project-type interventions,13010,130,Health,1.42,1.42
2016,LDCs,C01,Project-type interventions,41010,410,Multisector,1.3784,1.3784
2016,LMICs,C01,Project-type interventions,15180,151,Government and Civil Society,1.3782,1.3782
2016,LDCs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",15130,151,Government and Civil Society,1.367,1.367
2016,LMICs,C01,Project-type interventions,11120,111,Education,1.3537,1.3537
2016,LMICs,C01,Project-type interventions,15150,151,Government and Civil Society,1.3498,1.3498
2016,0,G01,Administrative costs not included elsewhere,91010,910,Admin,1.3302,1.3302
2016,LMICs,G01,Administrative costs not included elsewhere,91010,910,Admin,1.3034,1.3034
2016,UMICs,C01,Project-type interventions,15153,151,Government and Civil Society,1.298,1.298
2016,0,C01,Project-type interventions,43082,430,Multisector,1.2841,1.2841
2016,LMICs,C01,Project-type interventions,11220,112,Education,1.2822,1.2822
2016,0,C01,Project-type interventions,43082,430,Multisector,1.2668,1.2668
2016,LDCs,C01,Project-type interventions,72050,720,Humantarian,1.2662,1.2662
2016,LMICs,D02,Other technical assistance,43081,430,Multisector,1.2563,1.2563
2016,Other LICs,C01,Project-type interventions,14030,140,WASH,1.248,1.248
2016,UMICs,C01,Project-type interventions,15130,151,Government and Civil Society,1.2463,1.2463
2016,UMICs,C01,Project-type interventions,24020,240,Economic Infrastructure & Services,1.2349,1.2349
2016,LMICs,G01,Administrative costs not included elsewhere,91010,910,Admin,1.234,1.234
2016,0,D02,Other technical assistance,12262,122,Health,1.1844,1.1844
2016,LDCs,C01,Project-type interventions,12110,121,Health,1.1818,1.1818
2016,LMICs,C01,Project-type interventions,11430,114,Education,1.1788,1.1788
2016,Other LICs,C01,Project-type interventions,13020,130,Health,1.1719,1.1719
2016,UMICs,C01,Project-type interventions,15110,151,Government and Civil Society,1.1682,1.1682
2016,UMICs,G01,Administrative costs not included elsewhere,91010,910,Admin,1.1607,1.1607
2016,LDCs,D02,Other technical assistance,15110,151,Government and Civil Society,1.1594,1.1594
2016,LDCs,C01,Project-type interventions,13010,130,Health,1.1034,1.1034
2016,Other LICs,C01,Project-type interventions,41030,410,Multisector,1.1,1.1
2016,UMICs,D02,Other technical assistance,43081,430,Multisector,1.0937,1.0937
2016,UMICs,D02,Other technical assistance,11430,114,Education,1.0867,1.0867
2016,UMICs,D02,Other technical assistance,43082,430,Multisector,1.4816,1.0816
2016,UMICs,C01,Project-type interventions,11420,114,Education,1.0689,1.0689
2016,LDCs,C01,Project-type interventions,11220,112,Education,1.0478,1.0478
2016,0,C01,Project-type interventions,15160,151,Government and Civil Society,1.0421,1.0421
2016,UMICs,C01,Project-type interventions,15220,152,Government and Civil Society,1.0377,1.0377
2016,UMICs,C01,Project-type interventions,15160,151,Government and Civil Society,1.0361,1.0361
2016,UMICs,C01,Project-type interventions,41010,410,Multisector,1.0329,1.0329
2016,0,C01,Project-type interventions,15170,151,Government and Civil Society,1.0255,1.0255
2016,UMICs,C01,Project-type interventions,15110,151,Government and Civil Society,1,1
2016,LMICs,D02,Other technical assistance,43081,430,Multisector,0.9951,0.9951
2016,LDCs,C01,Project-type interventions,15151,151,Government and Civil Society,0.9932,0.9932
2016,UMICs,C01,Project-type interventions,15220,152,Government and Civil Society,0.991,0.991
2016,UMICs,G01,Administrative costs not included elsewhere,91010,910,Admin,0.9823,0.9823
2016,LMICs,C01,Project-type interventions,15220,152,Government and Civil Society,0.96,0.96
2016,LMICs,C01,Project-type interventions,15110,151,Government and Civil Society,0.9555,0.9555
2016,0,C01,Project-type interventions,15210,152,Government and Civil Society,0.9519,0.9519
2016,LDCs,C01,Project-type interventions,25010,250,Economic Infrastructure & Services,0.9445,0.9445
2016,LMICs,C01,Project-type interventions,15151,151,Government and Civil Society,0.9422,0.9422
2016,LDCs,C01,Project-type interventions,41010,410,Multisector,0.9408,0.9408
2016,LMICs,C01,Project-type interventions,24010,240,Economic Infrastructure & Services,0.9213,0.9213
2016,LDCs,C01,Project-type interventions,14081,140,WASH,0.9129,0.9129
2016,LMICs,C01,Project-type interventions,11130,111,Education,0.9114,0.9114
2016,UMICs,D02,Other technical assistance,43082,430,Multisector,1.2,0.9101
2016,LDCs,C01,Project-type interventions,72010,720,Humantarian,0.91,0.91
2016,LDCs,C01,Project-type interventions,11120,111,Education,0.9038,0.9038
2016,UMICs,D01,Donor country personnel,11110,111,Education,0.9004,0.9004
2016,UMICs,C01,Project-type interventions,11230,112,Education,0.898,0.898
2016,UMICs,C01,Project-type interventions,15110,151,Government and Civil Society,0.8889,0.8889
2016,LDCs,C01,Project-type interventions,15170,151,Government and Civil Society,0.8757,0.8757
2016,UMICs,C01,Project-type interventions,15160,151,Government and Civil Society,0.8472,0.8472
2016,LMICs,D02,Other technical assistance,31210,312,Production Services,0.8456,0.8456
2016,LMICs,C01,Project-type interventions,15113,151,Government and Civil Society,0.8362,0.8362
2016,LDCs,C01,Project-type interventions,43082,430,Multisector,0.8259,0.8259
2016,0,C01,Project-type interventions,74010,740,Humantarian,0.8177,0.8177
2016,Other LICs,D02,Other technical assistance,99810,998,Unallocated,0.7978,0.7978
2016,LDCs,C01,Project-type interventions,24030,240,Economic Infrastructure & Services,0.7927,0.7927
2016,LMICs,C01,Project-type interventions,15170,151,Government and Civil Society,0.7746,0.7746
2016,UMICs,C01,Project-type interventions,15110,151,Government and Civil Society,0.7635,0.7635
2016,LDCs,C01,Project-type interventions,25010,250,Economic Infrastructure & Services,0.7349,0.7349
2016,UMICs,E01,Scholarships/training in donor country,43081,430,Multisector,0.7182,0.7182
2016,LMICs,G01,Administrative costs not included elsewhere,91010,910,Admin,12.1846,0.7117
2016,LDCs,D02,Other technical assistance,12281,122,Health,0.677,0.677
2016,LDCs,D02,Other technical assistance,24010,240,Economic Infrastructure & Services,0.6658,0.6658
2016,UMICs,D02,Other technical assistance,11430,114,Education,0.6607,0.6607
2016,LDCs,D02,Other technical assistance,41010,410,Multisector,0.6407,0.6407
2016,LDCs,C01,Project-type interventions,15130,151,Government and Civil Society,0.6352,0.6352
2016,UMICs,C01,Project-type interventions,15152,151,Government and Civil Society,0.6316,0.6316
2016,Other LICs,C01,Project-type interventions,24040,240,Economic Infrastructure & Services,0.624,0.624
2016,UMICs,D02,Other technical assistance,43081,430,Multisector,0.6196,0.6196
2016,LDCs,C01,Project-type interventions,14030,140,WASH,0.618,0.618
2016,LMICs,C01,Project-type interventions,15160,151,Government and Civil Society,0.6119,0.6119
2016,LMICs,C01,Project-type interventions,43030,430,Multisector,0.6009,0.6009
2016,LMICs,C01,Project-type interventions,41081,410,Multisector,0.5993,0.5993
2016,UMICs,C01,Project-type interventions,25010,250,Economic Infrastructure & Services,0.5909,0.5909
2016,UMICs,C01,Project-type interventions,11120,111,Education,0.5792,0.5792
2016,LMICs,C01,Project-type interventions,15160,151,Government and Civil Society,0.5764,0.5764
2016,Other LICs,C01,Project-type interventions,25010,250,Economic Infrastructure & Services,0.5651,0.5651
2016,LDCs,C01,Project-type interventions,12110,121,Health,0.55,0.55
2016,UMICs,C01,Project-type interventions,72050,720,Humantarian,0.5469,0.5469
2016,LMICs,C01,Project-type interventions,15110,151,Government and Civil Society,0.5248,0.5248
2016,UMICs,C01,Project-type interventions,41082,410,Multisector,0.5204,0.5204
2016,0,C01,Project-type interventions,12250,122,Health,0.5052,0.5052
2016,UMICs,C01,Project-type interventions,15130,151,Government and Civil Society,0.5,0.5
2016,UMICs,C01,Project-type interventions,41030,410,Multisector,0.4934,0.4934
2016,0,C01,Project-type interventions,15160,151,Government and Civil Society,0.4809,0.4809
2016,LMICs,D02,Other technical assistance,11220,112,Education,0.4783,0.4783
2016,Other LICs,C01,Project-type interventions,11120,111,Education,0.4752,0.4752
2016,UMICs,C01,Project-type interventions,11120,111,Education,0.4691,0.4691
2016,UMICs,C01,Project-type interventions,32167,321,Production Services,0.4674,0.4674
2016,LDCs,D02,Other technical assistance,12220,122,Health,0.4532,0.4532
2016,LMICs,C01,Project-type interventions,15150,151,Government and Civil Society,0.4486,0.4486
2016,UMICs,C01,Project-type interventions,11110,111,Education,0.4386,0.4386
2016,LDCs,D02,Other technical assistance,16010,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,0.4371,0.4371
2016,UMICs,C01,Project-type interventions,16010,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,0.4052,0.4052
2016,0,C01,Project-type interventions,15170,151,Government and Civil Society,0.4004,0.4004
2016,0,C01,Project-type interventions,41010,410,Multisector,0.3996,0.3996
2016,LDCs,G01,Administrative costs not included elsewhere,91010,910,Admin,0.3742,0.3742
2016,0,C01,Project-type interventions,11420,114,Education,0.3703,0.3703
2016,LDCs,C01,Project-type interventions,33120,331,Production Services,0.3663,0.3663
2016,UMICs,C01,Project-type interventions,15130,151,Government and Civil Society,0.349,0.349
2016,0,C01,Project-type interventions,12263,122,Health,0.3426,0.3426
2016,Other LICs,C01,Project-type interventions,33120,331,Production Services,0.3395,0.3395
2016,Other LICs,C01,Project-type interventions,15160,151,Government and Civil Society,0.3216,0.3216
2016,Other LICs,C01,Project-type interventions,15210,152,Government and Civil Society,0.3072,0.3072
2016,LMICs,C01,Project-type interventions,43082,430,Multisector,0.3035,0.3035
2016,LDCs,C01,Project-type interventions,31120,311,Production Services,0.2945,0.2945
2016,LDCs,D02,Other technical assistance,15114,151,Government and Civil Society,0.2789,0.2789
2016,UMICs,G01,Administrative costs not included elsewhere,91010,910,Admin,0.2702,0.2702
2016,UMICs,D02,Other technical assistance,32130,321,Production Services,0.2698,0.2698
2016,LDCs,C01,Project-type interventions,15150,151,Government and Civil Society,0.2618,0.2618
2016,LDCs,C01,Project-type interventions,14081,140,WASH,0.2481,0.2481
2016,0,D02,Other technical assistance,25010,250,Economic Infrastructure & Services,0.2459,0.2459
2016,LDCs,C01,Project-type interventions,72040,720,Humantarian,0.2442,0.2442
2016,0,C01,Project-type interventions,25010,250,Economic Infrastructure & Services,0.2295,0.2295
